video_id,kind,text_idx,word_count,scene_axis_count,scene_term_density_per_100w,has_who_role,has_action_relation,has_spatial_relation,has_count,n_who_role,n_action_relation,n_spatial_relation,n_count
TCPgoERojJk_000138_000148,vatex_caption,6,12,1,8.333333333333334,1,0,0,0,1,0,0,0
TCPgoERojJk_000138_000148,vatex_caption,7,11,1,18.181818181818183,1,0,0,0,2,0,0,0
TCPgoERojJk_000138_000148,vatex_caption,8,14,2,14.285714285714286,1,1,0,0,1,1,0,0
TCPgoERojJk_000138_000148,vatex_caption,9,16,2,12.5,1,0,0,1,1,0,0,1
v_wf9fvPWtA_000001_000011,professional_ad,0,54,3,7.407407407407407,1,1,1,0,2,1,1,0
v_wf9fvPWtA_000001_000011,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,1,11,2,18.181818181818183,1,1,0,0,1,1,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,2,18,2,11.11111111111111,1,0,1,0,1,0,1,0
v_wf9fvPWtA_000001_000011,vatex_caption,3,11,2,18.181818181818183,1,0,1,0,1,0,1,0
v_wf9fvPWtA_000001_000011,vatex_caption,4,16,2,12.5,1,1,0,0,1,1,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,5,8,2,25.0,1,0,1,0,1,0,1,0
v_wf9fvPWtA_000001_000011,vatex_caption,6,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,7,19,2,10.526315789473685,1,1,0,0,1,1,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,8,12,1,8.333333333333334,1,0,0,0,1,0,0,0
v_wf9fvPWtA_000001_000011,vatex_caption,9,10,2,20.0,1,0,1,0,1,0,1,0
b0CmAox4n6w_000026_000036,professional_ad,0,59,3,11.864406779661017,1,1,1,0,3,2,2,0
b0CmAox4n6w_000026_000036,vatex_caption,0,12,1,16.666666666666668,1,0,0,0,2,0,0,0
b0CmAox4n6w_000026_000036,vatex_caption,1,14,2,21.428571428571427,1,1,0,0,1,2,0,0
b0CmAox4n6w_000026_000036,vatex_caption,2,16,3,18.75,1,1,0,1,1,1,0,1
b0CmAox4n6w_000026_000036,vatex_caption,3,14,3,21.428571428571427,1,1,0,1,1,1,0,1
b0CmAox4n6w_000026_000036,vatex_caption,4,12,2,16.666666666666668,1,1,0,0,1,1,0,0
b0CmAox4n6w_000026_000036,vatex_caption,5,12,2,25.0,1,1,0,0,2,1,0,0
b0CmAox4n6w_000026_000036,vatex_caption,6,12,2,16.666666666666668,1,1,0,0,1,1,0,0
b0CmAox4n6w_000026_000036,vatex_caption,7,11,2,27.272727272727273,1,1,0,0,2,1,0,0
b0CmAox4n6w_000026_000036,vatex_caption,8,17,1,5.882352941176471,0,1,0,0,0,1,0,0
b0CmAox4n6w_000026_000036,vatex_caption,9,13,1,7.6923076923076925,0,1,0,0,0,1,0,0
JA_4LfwMkbk_000021_000031,professional_ad,0,78,3,12.820512820512821,1,1,1,0,1,7,2,0
JA_4LfwMkbk_000021_000031,vatex_caption,0,16,2,12.5,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,1,18,2,16.666666666666668,1,1,0,0,1,2,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,2,12,2,16.666666666666668,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,3,12,2,25.0,1,1,0,0,1,2,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,4,14,2,14.285714285714286,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,5,13,2,15.384615384615385,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,6,11,2,18.181818181818183,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,7,11,1,18.181818181818183,0,1,0,0,0,2,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,8,11,2,18.181818181818183,1,1,0,0,1,1,0,0
JA_4LfwMkbk_000021_000031,vatex_caption,9,13,1,7.6923076923076925,0,1,0,0,0,1,0,0
q1tLfPCE8rE_000062_000072,professional_ad,0,48,4,16.666666666666668,1,1,1,1,1,5,1,1
q1tLfPCE8rE_000062_000072,vatex_caption,0,16,3,25.0,1,1,0,1,1,2,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,1,9,3,33.333333333333336,1,1,0,1,1,1,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,2,20,3,20.0,1,1,0,1,1,2,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,3,11,3,45.45454545454545,1,1,0,1,1,3,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,4,19,3,36.8421052631579,1,1,0,1,4,2,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,5,17,2,29.41176470588235,1,0,0,1,3,0,0,2
q1tLfPCE8rE_000062_000072,vatex_caption,6,13,3,23.076923076923077,1,1,0,1,1,1,0,1
q1tLfPCE8rE_000062_000072,vatex_caption,7,10,1,10.0,0,1,0,0,0,1,0,0
q1tLfPCE8rE_000062_000072,vatex_caption,8,11,3,54.54545454545455,1,1,0,1,2,2,0,2
q1tLfPCE8rE_000062_000072,vatex_caption,9,12,3,25.0,1,1,0,1,1,1,0,1
nYjr1xNXrDc_000009_000019,professional_ad,0,66,3,10.606060606060606,1,1,1,0,4,1,2,0
nYjr1xNXrDc_000009_000019,vatex_caption,0,21,2,19.047619047619047,1,1,0,0,3,1,0,0
nYjr1xNXrDc_000009_000019,vatex_caption,1,16,3,18.75,1,1,1,0,1,1,1,0
nYjr1xNXrDc_000009_000019,vatex_caption,2,19,3,21.05263157894737,1,1,1,0,2,1,1,0
nYjr1xNXrDc_000009_000019,vatex_caption,3,11,1,9.090909090909092,1,0,0,0,1,0,0,0
nYjr1xNXrDc_000009_000019,vatex_caption,4,16,1,12.5,1,0,0,0,2,0,0,0
nYjr1xNXrDc_000009_000019,vatex_caption,5,12,2,16.666666666666668,1,0,1,0,1,0,1,0
nYjr1xNXrDc_000009_000019,vatex_caption,6,11,1,9.090909090909092,1,0,0,0,1,0,0,0
nYjr1xNXrDc_000009_000019,vatex_caption,7,13,2,23.076923076923077,1,0,0,1,2,0,0,1
nYjr1xNXrDc_000009_000019,vatex_caption,8,14,1,7.142857142857143,1,0,0,0,1,0,0,0
nYjr1xNXrDc_000009_000019,vatex_caption,9,15,2,20.0,0,0,1,1,0,0,2,1
Wir2t6hUl28_000085_000095,professional_ad,0,32,2,6.25,1,0,1,0,1,0,1,0
Wir2t6hUl28_000085_000095,vatex_caption,0,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,1,11,1,9.090909090909092,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,2,12,1,8.333333333333334,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,3,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,4,15,1,6.666666666666667,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,5,10,1,10.0,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,6,14,0,0.0,0,0,0,0,0,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,7,10,1,10.0,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,8,10,1,10.0,1,0,0,0,1,0,0,0
Wir2t6hUl28_000085_000095,vatex_caption,9,11,2,18.181818181818183,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,professional_ad,0,54,2,3.7037037037037037,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,vatex_caption,0,16,2,12.5,1,1,0,0,1,1,0,0
TWOQW1--tNg_000003_000013,vatex_caption,1,17,2,11.764705882352942,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,vatex_caption,2,14,1,7.142857142857143,1,0,0,0,1,0,0,0
TWOQW1--tNg_000003_000013,vatex_caption,3,21,1,4.761904761904762,1,0,0,0,1,0,0,0
TWOQW1--tNg_000003_000013,vatex_caption,4,15,2,13.333333333333334,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,vatex_caption,5,12,2,16.666666666666668,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,vatex_caption,6,16,2,12.5,1,0,1,0,1,0,1,0
TWOQW1--tNg_000003_000013,vatex_caption,7,14,1,7.142857142857143,1,0,0,0,1,0,0,0
TWOQW1--tNg_000003_000013,vatex_caption,8,14,1,7.142857142857143,1,0,0,0,1,0,0,0
TWOQW1--tNg_000003_000013,vatex_caption,9,14,1,7.142857142857143,1,0,0,0,1,0,0,0
_6zNT89Y4QA_000000_000010,professional_ad,0,66,2,9.090909090909092,1,1,0,0,1,5,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,0,12,2,25.0,1,1,0,0,2,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,1,14,2,14.285714285714286,1,1,0,0,1,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,2,15,1,6.666666666666667,1,0,0,0,1,0,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,3,15,3,20.0,1,1,0,1,1,1,0,1
_6zNT89Y4QA_000000_000010,vatex_caption,4,17,2,11.764705882352942,1,1,0,0,1,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,5,14,2,14.285714285714286,1,1,0,0,1,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,6,13,2,15.384615384615385,1,1,0,0,1,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,7,13,2,15.384615384615385,1,1,0,0,1,1,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,8,10,2,30.0,1,1,0,0,1,2,0,0
_6zNT89Y4QA_000000_000010,vatex_caption,9,14,2,14.285714285714286,1,1,0,0,1,1,0,0
FB5hsAibAaY_000009_000019,professional_ad,0,63,2,3.1746031746031744,1,1,0,0,1,1,0,0
FB5hsAibAaY_000009_000019,vatex_caption,0,12,1,8.333333333333334,0,1,0,0,0,1,0,0
FB5hsAibAaY_000009_000019,vatex_caption,1,13,0,0.0,0,0,0,0,0,0,0,0
FB5hsAibAaY_000009_000019,vatex_caption,2,12,2,16.666666666666668,0,0,1,1,0,0,1,1
FB5hsAibAaY_000009_000019,vatex_caption,3,12,1,8.333333333333334,1,0,0,0,1,0,0,0
FB5hsAibAaY_000009_000019,vatex_caption,4,16,2,12.5,0,0,1,1,0,0,1,1
FB5hsAibAaY_000009_000019,vatex_caption,5,12,2,16.666666666666668,1,0,1,0,1,0,1,0
FB5hsAibAaY_000009_000019,vatex_caption,6,16,2,12.5,0,1,1,0,0,1,1,0
FB5hsAibAaY_000009_000019,vatex_caption,7,12,1,8.333333333333334,1,0,0,0,1,0,0,0
FB5hsAibAaY_000009_000019,vatex_caption,8,14,1,7.142857142857143,0,0,1,0,0,0,1,0
FB5hsAibAaY_000009_000019,vatex_caption,9,14,0,0.0,0,0,0,0,0,0,0,0
TIHEMbcCeNE_000009_000019,professional_ad,0,34,2,8.823529411764707,0,1,0,1,0,2,0,1
TIHEMbcCeNE_000009_000019,vatex_caption,0,13,3,38.46153846153846,1,1,0,1,1,2,0,2
TIHEMbcCeNE_000009_000019,vatex_caption,1,14,1,7.142857142857143,0,1,0,0,0,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,2,17,3,17.647058823529413,1,1,0,1,1,1,0,1
TIHEMbcCeNE_000009_000019,vatex_caption,3,15,1,6.666666666666667,0,1,0,0,0,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,4,18,2,11.11111111111111,1,1,0,0,1,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,5,15,3,20.0,1,1,1,0,1,1,1,0
TIHEMbcCeNE_000009_000019,vatex_caption,6,11,2,18.181818181818183,1,1,0,0,1,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,7,11,2,18.181818181818183,1,1,0,0,1,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,8,10,2,20.0,1,1,0,0,1,1,0,0
TIHEMbcCeNE_000009_000019,vatex_caption,9,13,2,15.384615384615385,1,1,0,0,1,1,0,0
hOirknJr3os_000001_000011,professional_ad,0,56,4,14.285714285714286,1,1,1,1,4,2,1,1
hOirknJr3os_000001_000011,vatex_caption,0,22,4,22.727272727272727,1,1,1,1,1,2,1,1
hOirknJr3os_000001_000011,vatex_caption,1,11,2,18.181818181818183,1,1,0,0,1,1,0,0
hOirknJr3os_000001_000011,vatex_caption,2,12,0,0.0,0,0,0,0,0,0,0,0
hOirknJr3os_000001_000011,vatex_caption,3,15,3,26.666666666666668,1,1,0,1,2,1,0,1
hOirknJr3os_000001_000011,vatex_caption,4,13,2,23.076923076923077,0,1,1,0,0,1,2,0
hOirknJr3os_000001_000011,vatex_caption,5,22,3,22.727272727272727,1,1,1,0,2,2,1,0
hOirknJr3os_000001_000011,vatex_caption,6,12,4,50.0,1,1,1,1,2,2,1,1
hOirknJr3os_000001_000011,vatex_caption,7,10,4,50.0,1,1,1,1,2,1,1,1
hOirknJr3os_000001_000011,vatex_caption,8,15,2,13.333333333333334,1,1,0,0,1,1,0,0
hOirknJr3os_000001_000011,vatex_caption,9,9,2,22.22222222222222,1,1,0,0,1,1,0,0
ZdgJLEHavz8_000000_000010,professional_ad,0,59,3,6.779661016949152,1,1,1,0,1,2,1,0
ZdgJLEHavz8_000000_000010,vatex_caption,0,14,2,14.285714285714286,1,1,0,0,1,1,0,0
ZdgJLEHavz8_000000_000010,vatex_caption,1,18,2,11.11111111111111,1,1,0,0,1,1,0,0
ZdgJLEHavz8_000000_000010,vatex_caption,2,15,3,20.0,1,1,0,1,1,1,0,1
ZdgJLEHavz8_000000_000010,vatex_caption,3,11,3,27.272727272727273,1,1,1,0,1,1,1,0
ZdgJLEHavz8_000000_000010,vatex_caption,4,12,2,25.0,1,0,1,0,1,0,2,0
ZdgJLEHavz8_000000_000010,vatex_caption,5,15,3,20.0,1,1,1,0,1,1,1,0
ZdgJLEHavz8_000000_000010,vatex_caption,6,16,2,12.5,1,1,0,0,1,1,0,0
ZdgJLEHavz8_000000_000010,vatex_caption,7,20,1,5.0,0,1,0,0,0,1,0,0
ZdgJLEHavz8_000000_000010,vatex_caption,8,16,3,18.75,1,1,1,0,1,1,1,0
ZdgJLEHavz8_000000_000010,vatex_caption,9,10,2,20.0,1,1,0,0,1,1,0,0
LMbSh9Ye_Ww_000000_000010,professional_ad,0,67,4,8.955223880597014,1,1,1,1,3,1,1,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,0,22,2,13.636363636363637,1,1,0,0,1,2,0,0
LMbSh9Ye_Ww_000000_000010,vatex_caption,1,12,3,33.333333333333336,1,0,1,1,2,0,1,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,2,15,2,13.333333333333334,1,0,0,1,1,0,0,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,3,12,1,8.333333333333334,1,0,0,0,1,0,0,0
LMbSh9Ye_Ww_000000_000010,vatex_caption,4,12,2,25.0,1,0,0,1,2,0,0,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,5,15,4,33.333333333333336,1,1,1,1,2,1,1,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,6,10,2,30.0,1,1,0,0,1,2,0,0
LMbSh9Ye_Ww_000000_000010,vatex_caption,7,13,2,23.076923076923077,1,0,0,1,2,0,0,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,8,14,1,7.142857142857143,0,0,0,1,0,0,0,1
LMbSh9Ye_Ww_000000_000010,vatex_caption,9,11,2,18.181818181818183,1,0,1,0,1,0,1,0
DABevBDJ_NE_000021_000031,professional_ad,0,59,4,20.338983050847457,1,1,1,1,1,5,3,3
DABevBDJ_NE_000021_000031,vatex_caption,0,31,4,32.25806451612903,1,1,1,1,1,3,3,3
DABevBDJ_NE_000021_000031,vatex_caption,1,18,3,22.22222222222222,0,1,1,1,0,1,1,2
DABevBDJ_NE_000021_000031,vatex_caption,2,19,3,21.05263157894737,0,1,1,1,0,1,1,2
DABevBDJ_NE_000021_000031,vatex_caption,3,17,2,11.764705882352942,1,0,0,1,1,0,0,1
DABevBDJ_NE_000021_000031,vatex_caption,4,15,3,26.666666666666668,1,0,1,1,1,0,1,2
DABevBDJ_NE_000021_000031,vatex_caption,5,15,4,26.666666666666668,1,1,1,1,1,1,1,1
DABevBDJ_NE_000021_000031,vatex_caption,6,15,3,33.333333333333336,0,1,1,1,0,2,1,2
DABevBDJ_NE_000021_000031,vatex_caption,7,25,3,16.0,0,1,1,1,0,2,1,1
DABevBDJ_NE_000021_000031,vatex_caption,8,17,3,29.41176470588235,1,1,1,0,1,2,2,0
DABevBDJ_NE_000021_000031,vatex_caption,9,13,3,38.46153846153846,1,1,1,0,1,3,1,0
NprSsZpsKz0_000038_000048,professional_ad,0,56,3,7.142857142857143,1,1,1,0,1,2,1,0
NprSsZpsKz0_000038_000048,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
NprSsZpsKz0_000038_000048,vatex_caption,1,15,1,6.666666666666667,0,1,0,0,0,1,0,0
NprSsZpsKz0_000038_000048,vatex_caption,2,22,2,9.090909090909092,1,1,0,0,1,1,0,0
NprSsZpsKz0_000038_000048,vatex_caption,3,10,2,20.0,1,1,0,0,1,1,0,0
NprSsZpsKz0_000038_000048,vatex_caption,4,16,2,25.0,1,1,0,0,1,3,0,0
NprSsZpsKz0_000038_000048,vatex_caption,5,13,1,15.384615384615385,0,1,0,0,0,2,0,0
NprSsZpsKz0_000038_000048,vatex_caption,6,10,1,10.0,0,1,0,0,0,1,0,0
NprSsZpsKz0_000038_000048,vatex_caption,7,13,3,23.076923076923077,1,1,1,0,1,1,1,0
NprSsZpsKz0_000038_000048,vatex_caption,8,10,2,20.0,1,1,0,0,1,1,0,0
NprSsZpsKz0_000038_000048,vatex_caption,9,10,3,30.0,1,1,1,0,1,1,1,0
r1--yAaM-_s_000032_000042,professional_ad,0,58,3,13.793103448275861,1,1,1,0,2,4,2,0
r1--yAaM-_s_000032_000042,vatex_caption,0,14,2,14.285714285714286,1,1,0,0,1,1,0,0
r1--yAaM-_s_000032_000042,vatex_caption,1,13,3,30.76923076923077,1,1,0,1,1,1,0,2
r1--yAaM-_s_000032_000042,vatex_caption,2,27,4,25.925925925925927,1,1,1,1,1,3,2,1
r1--yAaM-_s_000032_000042,vatex_caption,3,18,2,11.11111111111111,1,0,0,1,1,0,0,1
r1--yAaM-_s_000032_000042,vatex_caption,4,12,2,16.666666666666668,1,1,0,0,1,1,0,0
r1--yAaM-_s_000032_000042,vatex_caption,5,14,2,14.285714285714286,1,0,0,1,1,0,0,1
r1--yAaM-_s_000032_000042,vatex_caption,6,20,3,25.0,1,1,0,1,2,2,0,1
r1--yAaM-_s_000032_000042,vatex_caption,7,18,3,22.22222222222222,1,1,0,1,1,1,0,2
r1--yAaM-_s_000032_000042,vatex_caption,8,18,3,22.22222222222222,1,1,0,1,1,2,0,1
r1--yAaM-_s_000032_000042,vatex_caption,9,11,3,36.36363636363637,1,1,0,1,2,1,0,1
R2Md8aSerrg_000000_000010,professional_ad,0,46,3,8.695652173913043,1,1,1,0,2,1,1,0
R2Md8aSerrg_000000_000010,vatex_caption,0,15,2,20.0,1,1,0,0,2,1,0,0
R2Md8aSerrg_000000_000010,vatex_caption,1,10,1,20.0,1,0,0,0,2,0,0,0
R2Md8aSerrg_000000_000010,vatex_caption,2,11,1,9.090909090909092,1,0,0,0,1,0,0,0
R2Md8aSerrg_000000_000010,vatex_caption,3,13,0,0.0,0,0,0,0,0,0,0,0
R2Md8aSerrg_000000_000010,vatex_caption,4,13,2,23.076923076923077,1,1,0,0,1,2,0,0
R2Md8aSerrg_000000_000010,vatex_caption,5,12,2,25.0,1,0,1,0,2,0,1,0
R2Md8aSerrg_000000_000010,vatex_caption,6,11,1,9.090909090909092,0,1,0,0,0,1,0,0
R2Md8aSerrg_000000_000010,vatex_caption,7,12,0,0.0,0,0,0,0,0,0,0,0
R2Md8aSerrg_000000_000010,vatex_caption,8,13,2,15.384615384615385,1,1,0,0,1,1,0,0
R2Md8aSerrg_000000_000010,vatex_caption,9,13,2,15.384615384615385,1,1,0,0,1,1,0,0
sl7ewGVuw3c_000110_000120,professional_ad,0,85,4,9.411764705882353,1,1,1,1,1,3,3,1
sl7ewGVuw3c_000110_000120,vatex_caption,0,17,2,17.647058823529413,0,1,1,0,0,2,1,0
sl7ewGVuw3c_000110_000120,vatex_caption,1,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,2,12,1,8.333333333333334,0,1,0,0,0,1,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,3,12,1,8.333333333333334,0,1,0,0,0,1,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,4,18,1,5.555555555555555,0,0,1,0,0,0,1,0
sl7ewGVuw3c_000110_000120,vatex_caption,5,13,1,7.6923076923076925,0,0,1,0,0,0,1,0
sl7ewGVuw3c_000110_000120,vatex_caption,6,10,2,20.0,1,1,0,0,1,1,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,7,16,1,12.5,1,0,0,0,2,0,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,8,17,1,5.882352941176471,1,0,0,0,1,0,0,0
sl7ewGVuw3c_000110_000120,vatex_caption,9,17,0,0.0,0,0,0,0,0,0,0,0
W7ELd8QctHo_000219_000229,professional_ad,0,49,3,10.204081632653061,1,0,1,1,1,0,2,2
W7ELd8QctHo_000219_000229,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,1,18,2,11.11111111111111,1,1,0,0,1,1,0,0
W7ELd8QctHo_000219_000229,vatex_caption,2,22,1,4.545454545454546,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,3,13,2,15.384615384615385,1,1,0,0,1,1,0,0
W7ELd8QctHo_000219_000229,vatex_caption,4,13,2,15.384615384615385,1,1,0,0,1,1,0,0
W7ELd8QctHo_000219_000229,vatex_caption,5,12,1,8.333333333333334,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,6,12,1,8.333333333333334,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,7,14,1,7.142857142857143,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,8,11,1,9.090909090909092,1,0,0,0,1,0,0,0
W7ELd8QctHo_000219_000229,vatex_caption,9,17,3,17.647058823529413,1,1,1,0,1,1,1,0
8F6HYFVxtzY_000076_000086,professional_ad,0,57,4,12.280701754385966,1,1,1,1,1,1,3,2
8F6HYFVxtzY_000076_000086,vatex_caption,0,14,1,7.142857142857143,0,1,0,0,0,1,0,0
8F6HYFVxtzY_000076_000086,vatex_caption,1,13,4,30.76923076923077,1,1,1,1,1,1,1,1
8F6HYFVxtzY_000076_000086,vatex_caption,2,12,3,33.333333333333336,1,1,1,0,1,1,2,0
8F6HYFVxtzY_000076_000086,vatex_caption,3,11,2,27.272727272727273,1,0,0,1,2,0,0,1
8F6HYFVxtzY_000076_000086,vatex_caption,4,28,4,28.571428571428573,1,1,1,1,1,2,3,2
8F6HYFVxtzY_000076_000086,vatex_caption,5,21,3,23.80952380952381,1,1,0,1,1,3,0,1
8F6HYFVxtzY_000076_000086,vatex_caption,6,12,2,16.666666666666668,0,1,0,1,0,1,0,1
8F6HYFVxtzY_000076_000086,vatex_caption,7,12,2,16.666666666666668,0,1,0,1,0,1,0,1
8F6HYFVxtzY_000076_000086,vatex_caption,8,12,3,25.0,1,1,0,1,1,1,0,1
8F6HYFVxtzY_000076_000086,vatex_caption,9,17,4,23.529411764705884,1,1,1,1,1,1,1,1
77jqJFKtp50_000000_000010,professional_ad,0,57,3,5.2631578947368425,1,1,1,0,1,1,1,0
77jqJFKtp50_000000_000010,vatex_caption,0,13,2,15.384615384615385,1,1,0,0,1,1,0,0
77jqJFKtp50_000000_000010,vatex_caption,1,9,2,22.22222222222222,1,1,0,0,1,1,0,0
77jqJFKtp50_000000_000010,vatex_caption,2,10,2,20.0,1,1,0,0,1,1,0,0
77jqJFKtp50_000000_000010,vatex_caption,3,14,2,21.428571428571427,1,1,0,0,1,2,0,0
77jqJFKtp50_000000_000010,vatex_caption,4,19,3,31.57894736842105,1,1,1,0,1,2,3,0
77jqJFKtp50_000000_000010,vatex_caption,5,15,2,13.333333333333334,1,1,0,0,1,1,0,0
77jqJFKtp50_000000_000010,vatex_caption,6,13,2,23.076923076923077,1,1,0,0,1,2,0,0
77jqJFKtp50_000000_000010,vatex_caption,7,14,2,14.285714285714286,1,1,0,0,1,1,0,0
77jqJFKtp50_000000_000010,vatex_caption,8,23,3,21.73913043478261,1,1,1,0,1,2,2,0
77jqJFKtp50_000000_000010,vatex_caption,9,25,3,20.0,1,1,1,0,1,1,3,0
lF84xIuQ5Uk_000137_000147,professional_ad,0,74,3,5.405405405405405,1,1,1,0,1,2,1,0
lF84xIuQ5Uk_000137_000147,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,1,12,1,8.333333333333334,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,2,21,3,14.285714285714286,1,1,1,0,1,1,1,0
lF84xIuQ5Uk_000137_000147,vatex_caption,3,16,1,6.25,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,4,14,3,21.428571428571427,1,1,1,0,1,1,1,0
lF84xIuQ5Uk_000137_000147,vatex_caption,5,12,1,8.333333333333334,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,6,17,1,5.882352941176471,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,7,12,1,8.333333333333334,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,8,15,1,6.666666666666667,1,0,0,0,1,0,0,0
lF84xIuQ5Uk_000137_000147,vatex_caption,9,20,2,10.0,1,1,0,0,1,1,0,0
K938ohitkWo_000118_000128,professional_ad,0,55,3,12.727272727272727,1,1,1,0,3,1,3,0
K938ohitkWo_000118_000128,vatex_caption,0,12,2,25.0,1,1,0,0,1,2,0,0
K938ohitkWo_000118_000128,vatex_caption,1,13,2,30.76923076923077,1,0,1,0,2,0,2,0
K938ohitkWo_000118_000128,vatex_caption,2,20,3,20.0,1,1,1,0,2,1,1,0
K938ohitkWo_000118_000128,vatex_caption,3,11,2,27.272727272727273,1,1,0,0,2,1,0,0
K938ohitkWo_000118_000128,vatex_caption,4,23,3,17.391304347826086,1,1,1,0,2,1,1,0
K938ohitkWo_000118_000128,vatex_caption,5,11,1,9.090909090909092,1,0,0,0,1,0,0,0
K938ohitkWo_000118_000128,vatex_caption,6,13,3,30.76923076923077,1,1,1,0,1,2,1,0
K938ohitkWo_000118_000128,vatex_caption,7,15,2,20.0,1,1,0,0,2,1,0,0
K938ohitkWo_000118_000128,vatex_caption,8,15,2,13.333333333333334,1,1,0,0,1,1,0,0
K938ohitkWo_000118_000128,vatex_caption,9,13,2,23.076923076923077,1,0,1,0,2,0,1,0
M3-oz_R_xsk_000019_000029,professional_ad,0,65,3,9.23076923076923,1,1,1,0,2,2,2,0
M3-oz_R_xsk_000019_000029,vatex_caption,0,12,1,8.333333333333334,1,0,0,0,1,0,0,0
M3-oz_R_xsk_000019_000029,vatex_caption,1,12,2,16.666666666666668,1,1,0,0,1,1,0,0
