video_id,category,pro_words,pro_scene_axes,avg_caption_scene_axes,max_caption_scene_axes,pro_minus_avg_caption_axes,pro_minus_max_caption_axes,pro_scene_density_per_100w,avg_caption_scene_density_per_100w,max_caption_scene_density_per_100w,pro_minus_avg_caption_density,pro_has_who_role,caption_any_has_who_role,caption_avg_has_who_role,pro_has_action_relation,caption_any_has_action_relation,caption_avg_has_action_relation,pro_has_spatial_relation,caption_any_has_spatial_relation,caption_avg_has_spatial_relation,pro_has_count,caption_any_has_count,caption_avg_has_count
r-wIkSbrt_Y_000045_000055,People & Vlogs,64,3,2.3,3,0.7000000000000002,0,17.1875,25.27932606609077,45.45454545454545,-8.091826066090771,1,1,1,1,1,0.7,0,1,0.1,1,1,0.5
R0oJNG1OsZ4_000000_000010,Music,49,4,1.9,4,2.1,0,14.285714285714286,17.002386502386504,40.90909090909091,-2.716672216672217,1,1,0.7,1,1,0.8,1,1,0.2,1,1,0.2
h3nKJnrY6So_000000_000010,How-to & Instructional,71,3,1.3,2,1.7,1,5.633802816901408,12.170454545454547,25.0,-6.536651728553139,1,1,0.7,1,1,0.3,1,1,0.2,0,1,0.1
-leKrFFfyzU_000008_000018,How-to & Instructional,76,4,2,3,2,1,9.210526315789474,15.128132832080201,31.57894736842105,-5.917606516290727,1,1,0.8,1,1,0.8,1,0,0,1,1,0.4
N21t3jSoCPU_000019_000029,Health & Wellness,39,3,1.3,3,1.7,0,17.94871794871795,13.202081372360011,21.05263157894737,4.746636576357938,1,1,0.9,1,1,0.2,1,1,0.2,0,0,0
C6txscH6ZlM_000066_000076,How-to & Instructional,47,4,1.7,4,2.3,0,17.02127659574468,18.011852913168703,28.571428571428573,-0.9905763174240221,1,1,0.8,1,1,0.6,1,1,0.2,1,1,0.1
-LVOf40Dbqg_000103_000113,Music,81,2,2.2,3,-0.20000000000000018,-1,7.407407407407407,27.158008658008658,50.0,-19.75060125060125,0,1,0.8,1,1,1,0,1,0.4,1,0,0
3WJjJcCBmE4_000115_000125,How-to & Instructional,68,3,1.5,2,1.5,1,8.823529411764707,9.7587818528221,16.666666666666668,-0.9352524410573935,1,1,1,1,1,0.3,1,1,0.2,0,0,0
GC5hvc7Qu3g_000000_000010,People & Vlogs,41,2,1.8,3,0.19999999999999996,-1,7.317073170731708,14.742961090309537,26.666666666666668,-7.425887919577829,1,1,1,1,1,0.4,0,1,0.3,0,1,0.1
IfUS64FCSx4_000033_000043,Music,51,3,2.4,3,0.6000000000000001,0,13.72549019607843,28.09294871794872,40.0,-14.367458521870288,1,1,1,1,1,0.9,1,1,0.2,0,1,0.3
z1ak154fN-A_000000_000010,Pets & Animals,34,2,2.1,3,-0.10000000000000009,-1,11.764705882352942,17.79573058520427,33.333333333333336,-6.0310247028513295,1,1,0.8,1,1,0.8,0,1,0.4,0,1,0.1
dsebReHv7k0_000087_000097,Event,72,4,2.7,4,1.2999999999999998,0,11.11111111111111,24.80332167832168,38.46153846153846,-13.69221056721057,1,1,0.8,1,1,0.6,1,1,0.5,1,1,0.8
2YGIhoMqYwM_000015_000025,How-to & Instructional,35,1,1.3,2,-0.30000000000000004,-1,5.714285714285714,13.857495832341034,23.529411764705884,-8.143210118055318,1,1,1,0,1,0.3,0,0,0,0,0,0
jTooszMQHOg_000000_000010,Entertainment,42,3,2.3,3,0.7000000000000002,0,14.285714285714286,19.286844829464968,33.333333333333336,-5.001130543750682,1,1,1,1,1,0.4,0,1,0.4,1,1,0.5
PbGvLf7HvXQ_000063_000073,Food & Cooking,60,4,1.7,3,2.3,1,15.0,14.316490023386576,22.22222222222222,0.6835099766134238,1,1,0.7,1,1,0.3,1,1,0.3,1,1,0.4
HfkPAd_x--o_000017_000027,How-to & Instructional,59,2,1.7,3,0.30000000000000004,-1,3.389830508474576,13.472693972693973,25.0,-10.082863464219397,1,1,0.8,1,1,0.7,0,1,0.2,0,0,0
kbfio_dNFEc_000032_000042,How-to & Instructional,66,3,1.7,3,1.3,0,9.090909090909092,9.916056166056165,15.0,-0.8251470751470737,1,1,0.8,1,1,0.8,1,1,0.1,0,0,0
TF4q9y0rJoc_000000_000010,Sports,35,3,1.8,2,1.2,1,17.142857142857142,16.185148185148186,26.666666666666668,0.9577089577089559,1,1,0.9,1,1,0.1,1,1,0.6,0,1,0.2
FDBimzPAudY_000041_000051,Entertainment,56,3,2,3,1,0,12.5,15.462986321245584,33.333333333333336,-2.962986321245584,1,1,0.9,1,1,0.6,1,1,0.4,0,1,0.1
54s2722ZB5I_000013_000023,How-to & Instructional,62,3,2.7,4,0.2999999999999998,-1,11.290322580645162,25.968323343323345,46.15384615384615,-14.678000762678183,1,1,0.7,1,1,1,0,1,0.3,1,1,0.7
5_xXj3SAX68_000117_000127,Food & Cooking,61,3,1.4,2,1.6,1,6.557377049180328,10.344510881275587,16.666666666666668,-3.7871338320952592,1,1,0.7,1,1,0.5,1,1,0.2,0,0,0
HxY32wNVydo_000051_000061,How-to & Instructional,51,2,2.1,4,-0.10000000000000009,-2,7.8431372549019605,20.28565732513101,45.45454545454545,-12.442520070229047,1,1,0.9,1,1,0.9,0,1,0.1,0,1,0.2
MvEYXfJCd-4_000061_000071,Pets & Animals,44,3,2.5,3,0.5,0,27.272727272727273,30.779510344727736,50.0,-3.506783072000463,1,1,1,1,1,0.9,1,1,0.6,0,0,0
q9fj-Qzpgyc_000058_000068,Health & Wellness,35,2,1.6,2,0.3999999999999999,0,8.571428571428571,14.886446886446887,30.76923076923077,-6.315018315018316,1,1,0.9,1,1,0.7,0,0,0,0,0,0
MyD-2PjKi7k_000000_000010,How-to & Instructional,57,2,1.7,4,0.30000000000000004,-2,3.508771929824561,11.700894693541752,22.727272727272727,-8.19212276371719,1,1,0.8,1,1,0.5,0,1,0.3,0,1,0.1
3olCkfRrlHw_000056_000066,Film & Animation,43,3,1.8,4,1.2,-1,11.627906976744185,11.620171495171496,25.0,0.007735481572689551,1,1,0.8,1,1,0.3,1,1,0.6,0,1,0.1
1kyqKJh3eTc_000048_000058,Sports,40,4,2.6,4,1.4,0,20.0,22.004048582995953,36.36363636363637,-2.004048582995953,1,1,1,1,1,0.6,1,1,0.6,1,1,0.4
t0PjOtOi6_E_000099_000109,Pets & Animals,52,3,2,3,1,0,9.615384615384615,14.354811854811855,22.22222222222222,-4.73942723942724,1,1,1,1,1,0.4,1,1,0.5,0,1,0.1
aRk48WYjBBk_000029_000039,Music,47,3,2.3,3,0.7000000000000002,0,10.638297872340425,21.795674913321974,36.36363636363637,-11.15737704098155,0,1,0.4,1,1,1,1,1,0.2,1,1,0.7
GjFIm1HdB3I_000021_000031,Event,49,4,1.5,2,2.5,2,20.408163265306122,14.06042113201556,31.57894736842105,6.347742133290563,1,1,0.9,1,1,0.2,1,1,0.1,1,1,0.3
dnzSQiK7PKw_000000_000010,Sports,68,4,2.4,4,1.6,0,17.647058823529413,22.431318681318682,40.0,-4.784259857789269,1,1,0.8,1,1,0.6,1,1,0.2,1,1,0.8
7BpYP2REEmg_000000_000010,How-to & Instructional,25,1,2.2,3,-1.2000000000000002,-2,8.0,18.576217040613326,28.571428571428573,-10.576217040613326,0,1,0.7,1,1,0.6,0,1,0.9,0,0,0
yb2FMVp6Wzc_000157_000167,How-to & Instructional,52,3,1.4,3,1.6,0,13.461538461538462,11.332033162915517,21.428571428571427,2.129505298622945,1,1,1,1,1,0.2,1,1,0.2,0,0,0
BNbElf20xm4_000007_000017,Entertainment,65,3,1.5,3,1.5,0,9.23076923076923,11.663180996693084,22.580645161290324,-2.432411765923854,1,1,0.8,1,1,0.5,1,1,0.2,0,0,0
YlgLhXfVqdY_000015_000025,Food & Cooking,44,2,1.2,3,0.8,-1,4.545454545454546,9.7987012987013,21.428571428571427,-5.253246753246754,1,1,0.6,1,1,0.5,0,1,0.1,0,0,0
_QneeovmCQ0_000523_000533,How-to & Instructional,48,4,1.7,3,2.3,1,12.5,16.247086247086248,27.272727272727273,-3.747086247086248,1,1,0.9,1,1,0.6,1,0,0,1,1,0.2
hxzkCqQqBUY_000000_000010,Event,56,4,2.6,4,1.4,0,23.214285714285715,24.236937898702607,38.888888888888886,-1.0226521844168914,1,1,0.6,1,1,0.5,1,1,0.5,1,1,1
MllEhjzAm-Y_000030_000040,Sports,70,4,2.6,4,1.4,0,17.142857142857142,23.10646488587665,37.5,-5.963607743019509,1,1,0.8,1,1,0.9,1,1,0.6,1,1,0.3
80Y6XE_LVcc_000101_000111,How-to & Instructional,71,3,1.5,2,1.5,1,7.042253521126761,12.647186147186147,18.181818181818183,-5.604932626059386,1,1,0.9,1,1,0.3,1,1,0.1,0,1,0.2
09dQut5GJ68_000049_000059,Travel,41,3,2.1,3,0.8999999999999999,0,17.073170731707318,17.701316227632017,30.76923076923077,-0.6281454959246986,1,1,0.7,1,1,0.7,1,1,0.7,0,0,0
EbMF9e9v03Y_000000_000010,People & Vlogs,62,3,1.9,3,1.1,0,11.290322580645162,17.837427278603748,30.76923076923077,-6.547104697958586,1,1,0.7,1,1,0.8,1,1,0.3,0,1,0.1
7tzlzR6-tSk_000003_000013,Music,64,3,2.2,3,0.7999999999999998,0,10.9375,18.25096961861668,30.76923076923077,-7.313469618616679,1,1,0.9,1,1,0.8,1,1,0.5,0,0,0
0JfCKOR98AQ_000039_000049,Health & Wellness,62,3,1.5,2,1.5,1,11.290322580645162,12.927204787330645,22.22222222222222,-1.636882206685483,1,1,1,1,1,0.3,1,1,0.2,0,0,0
L995ygKvbKw_000039_000049,Health & Wellness,37,3,1.6,3,1.4,0,10.81081081081081,12.625133638291533,27.272727272727273,-1.8143228274807228,1,1,1,1,1,0.2,1,1,0.4,0,0,0
CdpVL_aK2q8_000083_000093,Sports,41,3,1.5,2,1.5,1,12.195121951219512,12.20279063042221,21.05263157894737,-0.007668679202698314,1,1,0.9,1,1,0.1,1,1,0.5,0,0,0
1A1dMsgGCZI_000062_000072,Entertainment,58,3,1.9,3,1.1,0,6.896551724137931,15.68979908979909,25.0,-8.79324736566116,1,1,0.9,1,1,0.8,1,1,0.2,0,0,0
CAQ1X0ObODw_000031_000041,Pets & Animals,53,3,1.8,3,1.2,0,20.754716981132077,18.52285210489545,36.36363636363637,2.231864876236628,1,1,1,1,1,0.4,1,1,0.4,0,0,0
nBcXiJ77s9A_000112_000122,Music,36,3,2.3,4,0.7000000000000002,-1,11.11111111111111,19.152405139617418,28.571428571428573,-8.041294028506307,1,1,1,1,1,1,0,1,0.1,1,1,0.2
CjIZKO7szKw_000000_000010,How-to & Instructional,48,3,1.8,3,1.2,0,14.583333333333334,16.33823529411765,30.0,-1.7549019607843146,1,1,0.9,1,1,0.5,1,1,0.3,0,1,0.1
-0sNYhpevoU_000000_000010,Health & Wellness,44,3,1.5,3,1.5,0,11.363636363636363,13.196803196803197,30.76923076923077,-1.8331668331668336,1,1,1,1,1,0.3,0,1,0.1,1,1,0.1
XzIU_yK5ci8_000027_000037,Health & Wellness,78,3,1.8,3,1.2,0,8.974358974358974,14.03996571024435,27.272727272727273,-5.065606735885375,1,1,1,1,1,0.5,1,1,0.2,0,1,0.1
kOf-vl-GmVI_000115_000125,Pets & Animals,43,3,2.1,3,0.8999999999999999,0,13.953488372093023,25.502187870608925,36.36363636363637,-11.548699498515901,1,1,1,1,1,0.9,1,1,0.2,0,0,0
Q76JRCyTnSc_000007_000017,Food & Cooking,40,2,2.3,3,-0.2999999999999998,-1,15.0,17.05308972073678,27.272727272727273,-2.0530897207367786,1,1,1,1,1,1,0,1,0.1,0,1,0.2
OXTXPitpu1s_000001_000011,Sports,29,4,2.4,4,1.6,0,24.137931034482758,21.342574092574093,45.45454545454545,2.795356941908665,1,1,0.9,1,1,0.4,1,1,0.8,1,1,0.3
hZ_2XF_cAwE_000003_000013,How-to & Instructional,40,3,1.9,3,1.1,0,10.0,14.455182072829132,21.428571428571427,-4.455182072829132,1,1,0.9,1,1,0.6,1,1,0.4,0,0,0
za5iFp6zMo4_000001_000011,Entertainment,42,3,2.6,3,0.3999999999999999,0,9.523809523809524,20.380929699815148,30.76923076923077,-10.857120176005624,1,1,1,1,1,0.9,1,1,0.7,0,0,0
YqhmNUVBVjc_000027_000037,Entertainment,47,3,1.5,2,1.5,1,6.382978723404255,10.05570818070818,15.384615384615385,-3.672729457303925,1,1,0.9,1,1,0.4,1,1,0.2,0,0,0
gLDieRPgxuU_000000_000010,How-to & Instructional,25,4,1.7,3,2.3,1,16.0,14.65394254867939,30.0,1.3460574513206094,1,1,0.8,1,1,0.2,1,1,0.5,1,1,0.2
Ew9wdxZEEOk_000011_000021,Food & Cooking,41,1,0.5,2,0.5,-1,2.4390243902439024,3.9951714951714954,15.384615384615385,-1.556147104927593,0,1,0.2,1,1,0.1,0,1,0.2,0,0,0
_Y4IEIaSt8o_000037_000047,How-to & Instructional,33,2,1.5,2,0.5,0,12.121212121212121,10.8573868941516,21.428571428571427,1.2638252270605204,1,1,0.7,1,1,0.6,0,0,0,0,1,0.2
N02LdIM8C8Q_000000_000010,Sports,56,3,1.6,3,1.4,0,16.071428571428573,15.4983904983905,25.0,0.5730380730380737,1,1,0.9,1,1,0.4,1,1,0.2,0,1,0.1
w0b3iw74zHE_000145_000155,Pets & Animals,42,3,2,3,1,0,11.904761904761905,20.91163044990311,33.333333333333336,-9.006868545141206,1,1,0.9,1,1,0.8,1,1,0.1,0,1,0.2
aGlAVLUV9mw_000000_000010,Entertainment,77,4,2.2,4,1.7999999999999998,0,7.792207792207792,18.164416193827957,38.46153846153846,-10.372208401620165,1,1,0.5,1,1,0.7,1,1,0.4,1,1,0.6
zmMunw2YXLI_000005_000015,Event,71,3,1.7,3,1.3,0,12.67605633802817,18.622113997113996,41.666666666666664,-5.946057659085826,1,1,1,1,1,0.2,0,0,0,1,1,0.5
dQkh-6O70ps_000010_000020,People & Vlogs,91,4,2.7,4,1.2999999999999998,0,19.78021978021978,28.58722798618176,50.0,-8.807008205961978,1,1,1,1,1,0.9,1,1,0.1,1,1,0.7
T1My2MzRmxo_000000_000010,Sports,49,3,1.9,3,1.1,0,10.204081632653061,11.9316012504867,17.647058823529413,-1.7275196178336394,1,1,0.7,1,1,0.9,1,1,0.3,0,0,0
SjQcyGjs2dU_000028_000038,Event,47,4,2.6,4,1.4,0,25.53191489361702,25.82888149871072,37.03703703703704,-0.29696660509370076,1,1,1,1,1,0.8,1,1,0.3,1,1,0.5
e5z_DuLkzi0_000233_000243,Sports,56,4,2.7,4,1.2999999999999998,0,16.071428571428573,25.695860451305098,50.0,-9.624431879876525,1,1,1,1,1,0.3,1,1,0.4,1,1,1
8i_urmf0PM8_000163_000173,How-to & Instructional,46,3,1.8,3,1.2,0,13.043478260869565,13.988491900256607,23.076923076923077,-0.9450136393870423,1,1,0.9,1,1,0.7,1,1,0.2,0,0,0
55q7qtnI_Ik_000013_000023,Entertainment,56,3,2.4,4,0.6000000000000001,-1,7.142857142857143,24.288848406495465,35.714285714285715,-17.145991263638322,0,1,0.7,1,1,0.3,1,1,0.5,1,1,0.9
uMusUcJgA2E_000058_000068,How-to & Instructional,41,3,1.6,2,1.4,1,9.75609756097561,13.890734265734267,26.666666666666668,-4.134636704758657,1,1,1,1,1,0.6,1,0,0,0,0,0
D-2laL3pggg_000006_000016,Event,53,4,2.5,4,1.5,0,18.867924528301888,23.63629134023871,36.36363636363637,-4.768366811936822,1,1,0.8,1,1,0.9,1,1,0.5,1,1,0.3
fbIZThYAZDk_000000_000010,Pets & Animals,66,4,3,4,1,0,15.151515151515152,25.236650604297665,40.0,-10.085135452782513,1,1,0.6,1,1,0.9,1,1,0.6,1,1,0.9
k9BUdYCalgk_000028_000038,Health & Wellness,45,2,1.6,3,0.3999999999999999,-1,8.88888888888889,11.636538298303003,21.428571428571427,-2.747649409414114,0,1,0.8,1,1,0.7,1,1,0.1,0,0,0
bcbev6Q-xhI_000027_000037,How-to & Instructional,62,3,2.7,3,0.2999999999999998,0,17.741935483870968,24.720131530873218,35.714285714285715,-6.97819604700225,1,1,0.9,1,1,0.9,1,1,0.7,0,1,0.2
F66j_4-hmj0_000029_000039,Entertainment,41,3,2.3,3,0.7000000000000002,0,14.634146341463415,20.499785302416882,27.272727272727273,-5.865638960953467,1,1,1,1,1,1,1,1,0.3,0,0,0
QEyeekBXT7Q_000008_000018,Entertainment,65,3,2.5,4,0.5,-1,12.307692307692308,26.74056499056499,46.15384615384615,-14.432872682872683,1,1,0.8,1,1,1,0,1,0.3,1,1,0.4
